STABR,FSCSKEY,FSCS_SEQ,C_FSCS,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,SQ_FEET,F_SQ_FT,L_NUM_BM,HOURS,WKS_OPEN,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE,REAPLOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,ADDRTYPE,MSTATUS,SCORE
LA,LA0039,009,Y,44,RAYNE BRANCH,109 W. PERRODIN,RAYNE,70578,5841,ACADIA,3373343188,BR,7200,R_16,0,2548,52,2017,00,00,00,-92.269464,30.232974,22,001,63645,62645,31,04,9607,3020,2203,29180,0,StreetAddress,E,90.92
LA,LA0040,002,Y,FSCS4031,LIVINGSTON PARISH LIBRARY,20390 IOWA STREET,LIVINGSTON,70754,M,LIVINGSTON,2256864161,CE,17100,R_16,0,2808,52,2017,00,00,00,-90.746431,30.499856,22,063,44655,140138,41,08,402.02,2088,2206,12940,0,StreetAddress,E,100
LA,LA0040,003,Y,LA0040,ALBANY-SPRINGFIELD BRANCH,26941 LA HWY 43,HAMMOND,70403,M,LIVINGSTON,2256864131,BR,12512,R_16,0,2704,52,2017,00,00,00,-90.574683,30.459984,22,063,M,140138,41,08,409.01,1038,2206,12940,0,StreetAddress,E,100
LA,LA0040,004,Y,45,DENHAM SPRINGS-WALKER BRANCH,8101 US HWY 190,DENHAM SPRINGS,70726,M,LIVINGSTON,2256864141,BR,19300,R_16,0,3536,52,2017,00,00,00,-90.947506,30.484475,22,063,20435,140138,21,04,406,5001,2206,12940,0,StreetName,E,100
LA,LA0040,010,Y,45,WATSON BRANCH,36581 OUTBACK RD.,DENHAM SPRINGS,70706,8532,LIVINGSTON,2256864181,BR,15611,R_16,0,3120,52,2017,00,00,00,-90.94661,30.597639,22,063,M,140138,21,04,403.01,2002,2206,12940,0,StreetAddress,E,100
LA,LA0040,011,Y,LA0040-011,SOUTH BRANCH,23477 LA HWY 444,LIVINGSTON,70754,5231,LIVINGSTON,2256864171,BR,9148,R_16,0,2704,52,2017,00,00,00,-90.696918,30.336336,22,063,M,140138,42,08,409.01,2105,2206,12940,0,StreetAddress,E,100
LA,LA0040,013,Y,FSCS4031,LIVINGSTON PARISH LIBRARY BOOKMOBILE,20390 IOWA STREET,LIVINGSTON,70754,M,LIVINGSTON,2256864161,BS,-4,N_16,1,245,49,2017,00,00,00,-90.746431,30.499856,22,063,44655,140138,41,08,402.02,2088,2206,12940,0,StreetAddress,E,100
LA,LA0041,002,Y,FSCS4021,IBERIA PARISH LIBRARY,445 EAST MAIN STREET,NEW IBERIA,70560,3730,IBERIA,3373647150,CE,20000,R_16,0,3300,50,2017,00,00,00,-91.813767,30.002835,22,045,54035,73273,21,04,311,2070,2203,29180,0,PointAddress,E,100
LA,LA0041,004,Y,46,DELCAMBRE BRANCH,206 WEST MAIN STREET,DELCAMBRE,70528,2918,IBERIA,3376852388,BR,3500,R_16,0,1750,50,2017,00,00,00,-91.989506,29.948478,22,113,20155,60205,31,04,9510.02,2045,2203,29180,0,StreetAddress,E,100
LA,LA0041,005,Y,46,JEANERETTE BRANCH,411 KENTUCKY STREET,JEANERETTE,70544,4309,IBERIA,3372764014,BR,5800,R_16,0,2500,50,2017,00,00,00,-91.672599,29.919097,22,045,38075,73273,31,04,301,3033,2203,29180,0,StreetAddress,E,100
LA,LA0041,006,Y,46,LOREAUVILLE BRANCH,510 NORTH MAIN STREET,LOREAUVILLE,70552,M,IBERIA,3372296348,BR,2100,R_16,0,1400,50,2017,00,00,00,-91.7373,30.060749,22,045,45670,73273,21,04,302,2036,2203,29180,0,PointAddress,E,100
LA,LA0041,010,Y,LA0041-010,COTEAU BRANCH,6308 COTEAU PARK ROAD,NEW IBERIA,70560,M,IBERIA,3373647430,BR,1518,R_16,0,1250,50,2017,00,00,00,-91.916657,30.048317,22,045,M,73273,21,04,303.01,1028,2203,29180,0,StreetAddress,E,100
LA,LA0041,011,Y,LA0041-011,LYDIA BRANCH,4800 FREYOU ROAD,NEW IBERIA,70560,7918,IBERIA,3373647808,BR,5000,R_16,0,2500,50,2017,00,00,00,-91.789639,29.925272,22,045,M,73273,41,08,313,2064,2203,29180,0,StreetAddress,E,100
LA,LA0041,012,Y,LA0041-012,PARKVIEW BRANCH,500 GRAND PRE BLVD.,NEW IBERIA,70563,2845,IBERIA,3373647480,BR,10000,R_16,0,2500,50,2017,00,00,00,-91.792903,29.999158,22,045,M,73273,21,04,306,4029,2203,29180,0,StreetAddress,E,98.78
LA,LA0041,013,Y,LA0041-013,ST. PETER STREET BRANCH,1111 W. ST. PETER,NEW IBERIA,70560,3557,IBERIA,3373647670,BR,10000,R_16,0,2500,50,2017,00,00,00,-91.831161,30.017813,22,045,54035,73273,21,04,305,1010,2203,29180,0,StreetAddress,E,90.92
LA,LA0042,002,Y,FSCS4045,ST. BERNARD PARISH LIBRARY,2600 PALMISANO BLVD.,CHALMETTE,70043,3666,ST. BERNARD,5042790448,CE,7200,R_16,0,2800,50,2017,00,00,00,-89.952238,29.938603,22,087,14135,45688,21,03,302.07,1011,2201,35380,0,StreetAddress,E,100
LA,LA0042,004,Y,LA0042-004,HISTORIC COURTHOUSE BRANCH,1201 BAYOU RD.,ST. BERNARD,70085,4803,ST. BERNARD,5043044788,BR,400,R_16,0,810,45,2017,00,00,00,-89.864427,29.867531,22,087,M,45688,21,03,301.04,1054,2201,35380,0,StreetAddress,E,100
LA,LA0043,002,Y,FSCS4051,ST. MARY PARISH LIBRARY,206 IBERIA STREET,FRANKLIN,70538,4906,ST. MARY,3378281624,CE,19258,R_16,0,2756,52,2017,00,00,00,-91.501461,29.796038,22,101,27155,52093,32,06,414,3046,2203,34020,1,PointAddress,E,100
LA,LA0043,003,Y,48,AMELIA BRANCH,625 LAKE PALOURDE ROAD,AMELIA,70340,M,ST. MARY,9856312262,BR,4203,R_16,0,2496,52,2017,00,00,00,-91.105171,29.662179,22,101,01815,52093,32,07,401,1120,2203,34020,1,Postal,E,100
LA,LA0043,004,Y,48,BERWICK BRANCH,3527 FOURTH STREET,BERWICK,70342,2405,ST. MARY,9853852943,BR,4000,R_16,0,2496,52,2017,00,00,00,-91.220202,29.695392,22,101,07100,52093,32,06,405,1027,2203,34020,1,PointAddress,E,100
LA,LA0043,006,Y,48,PATTERSON BRANCH,521 CATHERINE STREET,PATTERSON,70392,M,ST. MARY,9853952777,BR,6835,R_16,0,2496,52,2017,00,00,00,-91.308644,29.692734,22,101,59340,52093,32,06,407,3008,2203,34020,1,StreetAddress,E,100
LA,LA0043,008,Y,LA0043-008,WEST END BRANCH,100 CHARENTON ROAD,BALDWIN,70514,M,ST. MARY,3379236205,BR,6000,R_16,0,2496,52,2017,00,00,00,-91.544649,29.838466,22,101,04020,52093,32,07,412,1025,2203,34020,1,PointAddress,E,100
LA,LA0043,009,Y,LA0043-009,BAYOU VISTA BRANCH,1325 BELLEVIEW DRIVE,MORGAN CITY,70380,5951,ST. MARY,9853999866,BR,6000,R_16,0,2496,52,2017,00,00,00,-91.269438,29.696033,22,101,05525,52093,32,06,406,2000,2203,34020,1,StreetAddress,E,98.65
LA,LA0043,010,Y,48,CENTERVILLE BRANCH LIBRARY,9340 HWY 182,CENTERVILLE,70522,M,ST. MARY,3378361717,BR,2742,R_16,0,2496,52,2017,00,00,00,-91.430758,29.757651,22,101,M,52093,32,07,409,2185,2203,34020,1,Postal,E,100
LA,LA0044,002,Y,FSCS4053,TANGIPAHOA PARISH LIBRARY,204 NE CENTRAL AVENUE,AMITE,70422,2549,TANGIPAHOA,9857487559,CE,21000,R_16,0,3120,52,2017,00,00,00,-90.508319,30.728661,22,105,01885,130710,31,04,9534,3080,2205,25220,0,PointAddress,E,100
LA,LA0044,004,Y,49,HAMMOND BRANCH,314 EAST THOMAS STREET,HAMMOND,70401,3318,TANGIPAHOA,9853453909,BR,16000,R_16,0,3120,52,2017,00,00,00,-90.458342,30.504679,22,105,32755,130710,13,02,9544,3029,2201,25220,0,StreetAddress,E,100
LA,LA0044,005,Y,49,INDEPENDENCE BRANCH,290 SOUTH PINE STREET,INDEPENDENCE,70443,M,TANGIPAHOA,9858782970,BR,2500,R_16,0,2184,52,2017,00,00,00,-90.501811,30.63082,22,105,37025,130710,23,04,9538,2046,2205,25220,0,StreetAddress,E,92.43
LA,LA0044,006,Y,49,KENTWOOD BRANCH,101 AVENUE F,KENTWOOD,70444,2519,TANGIPAHOA,9852293596,BR,2400,R_16,0,2184,52,2017,00,00,00,-90.506375,30.938127,22,105,39545,130710,42,08,9533,2076,2205,25220,0,StreetAddress,E,100
LA,LA0044,007,Y,49,LORANGER BRANCH,19451 HIGHWAY 40,LORANGER,70446,M,TANGIPAHOA,9858786224,BR,1776,R_16,0,2184,52,2017,00,00,00,-90.400742,30.635689,22,105,M,130710,41,08,9537,3014,2205,25220,0,PointAddress,E,100
LA,LA0044,008,Y,49,PONCHATOULA BRANCH,380 NORTH FIFTH STREET,PONCHATOULA,70454,2461,TANGIPAHOA,9853866554,BR,7732,R_16,0,3120,52,2017,00,00,00,-90.440649,30.442883,22,105,61615,130710,23,04,9545.01,1056,2201,25220,0,StreetAddress,E,100
LA,LA0045,002,Y,FSCS4017,EAST CARROLL PARISH LIBRARY,109 SPARROW STREET,LAKE PROVIDENCE,71254,2645,EAST CARROLL,3185592615,CE,6000,R_16,0,2548,52,2017,00,00,00,-91.170028,32.804319,22,035,41400,7271,33,06,1,3060,2205,-1,M,StreetAddress,E,100
LA,LA0045,003,Y,FSCS4017,EAST CARROLL PARISH LIBRARY BOOKMOBILE,109 SPARROW STREET,LAKE PROVIDENCE,71254,2645,EAST CARROLL,3185592615,BS,-4,N_16,1,1960,49,2017,00,00,00,-91.170028,32.804319,22,035,41400,7271,33,06,1,3060,2205,-1,M,StreetAddress,E,100
LA,LA0046,002,Y,FSCS4008,BOSSIER PARISH LIBRARY,2206 BECKETT STREET,BOSSIER CITY,71111,3730,BOSSIER,3187461693,CE,30455,R_16,0,3328,52,2017,00,00,00,-93.716671,32.526353,22,015,08920,126057,13,02,106.02,2000,2204,43340,0,PointAddress,E,100
LA,LA0046,003,Y,LA0046-003,HENRY L. AULDS JR. BRANCH,3950 WAYNE AVENUE,BOSSIER CITY,71112,4029,BOSSIER,3187422337,BR,8558,R_16,0,3328,52,2017,00,00,00,-93.668588,32.481577,22,015,08920,126057,13,02,108.06,4000,2204,43340,0,PointAddress,E,100
LA,LA0046,004,Y,LA0046-004,BENTON BRANCH,115 COURTHOUSE DRIVE,BENTON,71006,M,BOSSIER,3189652751,BR,11000,R_16,0,3328,52,2017,00,00,00,-93.741554,32.68033,22,015,06925,126057,31,04,111.07,2034,2204,43340,0,StreetAddress,E,100
LA,LA0046,005,Y,50,EAST 80 BRANCH,1050 BELLEVUE ROAD,HAUGHTON,71037,8000,BOSSIER,3189492665,BR,8025,R_16,0,3172,52,2017,00,00,00,-93.613002,32.55741,22,015,63855,126057,21,04,111.05,2025,2204,43340,0,PointAddress,E,100
LA,LA0046,006,Y,50,HAUGHTON BRANCH,116 EAST MCKINLEY,HAUGHTON,71037,M,BOSSIER,3189490196,BR,3215,R_16,0,2652,52,2017,00,00,00,-93.501214,32.533359,22,015,33420,126057,21,04,111.06,5030,2204,43340,0,StreetAddress,E,90.92
LA,LA0046,008,Y,50,PLAIN DEALING BRANCH,208 EAST MARY LEE,PLAIN DEALING,71064,4225,BOSSIER,3183264233,BR,4463,R_16,0,2652,52,2017,00,00,00,-93.699648,32.906579,22,015,60670,126057,42,08,112,3025,2204,43340,0,StreetAddress,E,90.92
LA,LA0046,010,Y,-1,ANNA P. TOOKE BRANCH,451 FAIRVIEW POINT RD.,ELM GROVE,71051,8634,BOSSIER,3189873915,BR,3530,R_16,0,2652,52,2017,00,00,00,-93.454736,32.41878,22,015,M,126057,42,08,110.02,3025,2204,43340,0,StreetAddress,E,100
LA,LA0047,002,Y,FSCS4027,LAFOURCHE PARISH LIBRARY UTLEY MEMORIAL BRANC,705 WEST 5TH STREET,THIBODAUX,70301,3148,LAFOURCHE,9854474119,CE,20769,R_16,0,2912,52,2017,00,00,00,-90.822144,29.79636,22,057,75425,98305,13,02,201,1021,2206,26380,0,StreetAddress,E,100
LA,LA0047,003,Y,LA0047-003,SOUTH LAFOURCHE PUBLIC LIBRARY,16241 EAST MAIN ST.,CUT OFF,70345,3805,LAFOURCHE,9856327140,BR,25000,R_16,0,2912,52,2017,00,00,00,-90.316221,29.474972,22,057,28065,98305,32,04,211,3039,2201,26380,0,StreetAddress,E,100
LA,LA0047,004,Y,51,GOLDEN MEADOW BRANCH,1403 NORTH BAYOU DRIVE,GOLDEN MEADOW,70357,2511,LAFOURCHE,9854755660,BR,8000,R_16,0,2080,52,2017,00,00,00,-90.273436,29.401535,22,057,29640,98305,32,04,213,2023,2201,26380,0,StreetAddress,E,100
LA,LA0047,005,Y,51,RACELAND BRANCH,177 RECREATION DR.,RACELAND,70394,2915,LAFOURCHE,9855376875,BR,4400,R_16,0,2080,52,2017,00,00,00,-90.604432,29.732978,22,057,63155,98305,22,04,209,2034,2206,26380,0,StreetAddress,E,100
LA,LA0047,006,Y,51,LAROSE BRANCH,305 EAST FIFTH STREET,LAROSE,70373,2069,LAFOURCHE,9856933336,BR,4600,R_16,0,2080,52,2017,00,00,00,-90.377177,29.573675,22,057,42135,98305,32,04,215,1053,2201,26380,0,StreetAddress,E,100
LA,LA0047,007,Y,51,LOCKPORT BRANCH,720 CRESCENT AVENUE,LOCKPORT,70374,2816,LAFOURCHE,9855323158,BR,10400,R_16,0,2912,52,2017,00,00,00,-90.54148,29.64061,22,057,44900,98305,22,04,217,1048,2201,26380,0,StreetAddress,E,100
LA,LA0047,009,Y,LA0047-009,BAYOU BLUE BRANCH,198 MAZERAC ST.,HOUMA,70364,3818,LAFOURCHE,9855800634,BR,4400,R_16,0,2080,52,2017,00,00,00,-90.680446,29.641764,22,057,05175,98305,22,04,216.01,2090,2201,26380,0,StreetAddress,T,100
LA,LA0047,010,Y,LA0047-010,GHEENS BRANCH,153 N. LEON DRIVE,GHEENS,70355,2208,LAFOURCHE,9855322288,BR,960,R_16,0,1040,52,2017,00,00,00,-90.48772,29.70564,22,057,M,98305,41,08,210,2010,2201,26380,0,StreetAddress,E,100
LA,LA0047,011,Y,LA0047-011,CHOCTAW BRANCH,1887 CHOCTAW ROAD,THIBODAUX,70301,7283,LAFOURCHE,9856336453,BR,4400,R_16,0,2080,52,2017,00,00,00,-90.738046,29.850748,22,057,15150,98305,41,08,208,3006,2206,26380,0,StreetAddress,E,100
LA,LA0048,002,Y,52,TERREBONNE PARISH LIBRARY,151 LIBRARY DRIVE,HOUMA,70360,5938,TERREBONNE,9858765861,CE,70000,R_16,0,3640,52,2017,00,00,00,-90.727158,29.582361,22,109,36255,113220,13,02,17,4046,2201,26380,0,StreetAddress,E,100
LA,LA0048,003,Y,52,BOURG BRANCH,4405 ST. ANDREW STREET,BOURG,70343,5431,TERREBONNE,9855944717,BR,1456,R_16,0,2028,52,2017,00,00,00,-90.601421,29.555654,22,109,09095,113220,22,04,10,1041,2201,26380,0,StreetAddress,E,100
LA,LA0048,004,Y,52,CHAUVIN BRANCH,5500 HIGHWAY 56,CHAUVIN,70344,3003,TERREBONNE,9855949771,BR,2200,R_16,0,2028,52,2017,00,00,00,-90.594723,29.440466,22,109,14520,113220,22,04,12.02,2015,2201,26380,0,PointAddress,E,100
LA,LA0048,006,Y,FSCS4017,EAST HOUMA BRANCH,778 GRAND CAILLOU ROAD,HOUMA,70363,5887,TERREBONNE,9858767072,BR,11400,R_16,0,3432,52,2017,00,00,00,-90.698818,29.585247,22,109,36255,113220,13,02,8,1001,2201,26380,0,PointAddress,E,100
LA,LA0048,008,Y,52,MONTEGUT BRANCH,1135 HIGHWAY 55,MONTEGUT,70377,3203,TERREBONNE,9855944390,BR,1456,R_16,0,2028,52,2017,00,00,00,-90.555902,29.47797,22,109,51550,113220,41,08,11,2008,2201,26380,0,PointAddress,E,100
LA,LA0048,009,Y,52,NORTH TERREBONNE BRANCH,4130 WEST PARK AVENUE,GRAY,70359,3202,TERREBONNE,9858683050,BR,23000,R_16,0,3640,52,2017,00,00,00,-90.779573,29.67605,22,109,31180,113220,22,04,2.01,1006,2206,26380,0,PointAddress,E,100
LA,LA0048,012,Y,52,BAYOU DULARGE BRANCH,837 BAYOU DULARGE ROAD,HOUMA,70363,7631,TERREBONNE,9858511752,BR,3076,R_16,0,2028,52,2017,00,00,00,-90.752022,29.49879,22,109,M,113220,41,08,14,2000,2201,26380,0,PointAddress,E,100
LA,LA0048,013,Y,LA0048-013,GIBSON BRANCH,6363 SOUTH BAYOU BLACK DRIVE,GIBSON,70356,3734,TERREBONNE,9855752639,BR,1625,R_16,0,2028,52,2017,00,00,00,-90.992729,29.686814,22,109,M,113220,42,08,16,2101,2206,26380,0,PointAddress,E,100
LA,LA0048,015,Y,LA0048,GRAND CAILLOU BRANCH,200 BADOU DR.,DULAC,70353,5029,TERREBONNE,9855632014,BR,1625,R_16,0,2028,52,2017,00,00,00,-90.698482,29.415003,22,109,21940,113220,41,08,13,3012,2201,26380,0,PointAddress,E,100
LA,LA0049,002,Y,FSCS4052,ST. TAMMANY PARISH LIBRARY,310 WEST 21ST AVENUE,COVINGTON,70433,3154,ST. TAMMANY,9858711219,CE,18000,R_16,0,3120,52,2017,00,00,00,-90.102916,30.476571,22,103,18125,253602,23,03,405.01,1223,2201,35380,0,StreetAddress,E,100
LA,LA0049,003,Y,53,ABITA SPRINGS BRANCH,71683 LEVESON STREET,ABITA SPRINGS,70420,3635,ST. TAMMANY,9858936285,BR,1600,R_16,0,2080,52,2017,00,00,00,-90.039153,30.477971,22,103,00240,253602,23,03,401.02,3006,2201,35380,0,StreetAddress,E,100
LA,LA0049,004,Y,53,BUSH BRANCH,81597 HWY. 41,BUSH,70431,4326,ST. TAMMANY,9858863588,BR,1600,R_16,0,2080,52,2017,00,00,00,-89.895206,30.609225,22,103,M,253602,42,08,401.02,1010,2201,35380,0,StreetAddress,E,100
LA,LA0049,005,Y,53,FOLSOM BRANCH,82393 RAILROAD AVENUE,FOLSOM,70437,M,ST. TAMMANY,9857969728,BR,2000,R_16,0,2080,52,2017,00,00,00,-90.189375,30.631683,22,103,26140,253602,42,08,402.01,3131,2201,35380,0,StreetAddress,E,100
LA,LA0049,006,Y,53,LACOMBE BRANCH,28027 HIGHWAY 190,LACOMBE,70445,3279,ST. TAMMANY,9858827858,BR,1600,R_16,0,2080,52,2017,00,00,00,-89.941702,30.312937,22,103,40665,253602,23,03,412.04,4082,2201,35380,0,PointAddress,E,100
LA,LA0049,007,Y,53,LEE ROAD BRANCH,79213 HIGHWAY 40,COVINGTON,70435,9365,ST. TAMMANY,9858936284,BR,2000,R_16,0,2080,52,2017,00,00,00,-90.075691,30.583153,22,103,M,253602,42,08,401.03,2092,2201,35380,0,StreetAddress,T,100
LA,LA0049,009,Y,53,MANDEVILLE BRANCH,844 GIROD ST.,MANDEVILLE,70448,5210,ST. TAMMANY,9856264293,BR,10000,R_16,0,3120,52,2017,00,00,00,-90.062039,30.362798,22,103,48225,253602,23,03,413,4008,2201,35380,0,StreetAddress,E,100
LA,LA0049,010,Y,53,PEARL RIVER BRANCH,64580 HIGHWAY 41,PEARL RIVER,70452,3608,ST. TAMMANY,9858635518,BR,1900,R_16,0,2080,52,2017,00,00,00,-89.762592,30.370222,22,103,59445,253602,23,03,407.06,5040,2201,35380,0,PointAddress,E,100
LA,LA0049,011,Y,53,SLIDELL BRANCH,555 ROBERT BLVD.,SLIDELL,70458,1645,ST. TAMMANY,9856466470,BR,22000,R_16,0,3120,52,2017,00,00,00,-89.758878,30.298995,22,103,70805,253602,23,03,410.04,2000,2201,35380,0,StreetAddress,E,100
LA,LA0049,014,Y,LA0049-014,CAUSEWAY BRANCH,3457 HIGHWAY 190,MANDEVILLE,70471,3101,ST. TAMMANY,9856269779,BR,7300,R_16,0,3120,52,2017,00,00,00,-90.084411,30.392508,22,103,48225,253602,23,03,403.04,4111,2201,35380,0,StreetAddress,E,100
LA,LA0049,016,Y,LA0049,MADISONVILLE BRANCH,1123 MAIN ST,MADISONVILLE,70447,M,ST. TAMMANY,9858454819,BR,15050,R_16,0,3120,52,2017,00,00,00,-90.156942,30.399641,22,103,47560,253602,23,03,403.05,3108,2201,35380,0,StreetAddress,E,100
LA,LA0049,017,Y,36,BUSINESS RESOURCE CENTER,3505 HIGHWAY 190,MANDEVILLE,70471,3138,ST. TAMMANY,9856265314,BR,1700,R_16,0,960,24,2017,00,00,00,-90.084785,30.392643,22,103,48225,253602,23,03,403.03,4000,2201,35380,0,StreetAddress,E,100
LA,LA0049,018,Y,-3,SOUTH SLIDELL BRANCH LIBRARY,3901 PONTCHARTRAIN DRIVE,SLIDELL,70458,5117,ST. TAMMANY,9857810099,BR,6500,R_16,0,1140,19,2017,02,00,00,-89.79175,30.251231,22,103,70805,253602,23,03,411.04,2030,2201,35380,0,PointAddress,E,100
LA,LA0050,002,Y,FSCS4040,RAPIDES PARISH LIBRARY,411 WASHINGTON STREET,ALEXANDRIA,71301,8338,RAPIDES,3184456436,CE,20311,R_16,0,3016,52,2017,00,00,00,-92.444362,31.309538,22,079,00975,132424,13,02,139,2085,2205,10780,0,PointAddress,E,100
LA,LA0050,003,Y,LA0050-003,BOYCE BRANCH,500A ULSTER STREET,BOYCE,71409,9857,RAPIDES,3187932182,BR,1800,R_16,0,1352,52,2017,00,00,00,-92.670098,31.389186,22,079,09165,132424,42,08,105,1041,2205,10780,0,StreetAddress,T,90.92
LA,LA0050,004,Y,54,WESTSIDE REGIONAL,5416 PROVINE PLACE,ALEXANDRIA,71303,3772,RAPIDES,3184422483,BR,10400,R_16,0,2808,52,2017,00,00,00,-92.499051,31.292526,22,079,00975,132424,13,02,107,1023,2205,10780,0,PointAddress,E,100
LA,LA0050,005,Y,LA0050-005,J. W. MCDONALD BRANCH,1075 HWY 497,GLENMORA,71433,M,RAPIDES,3187484848,BR,4000,R_16,0,1820,52,2017,00,00,00,-92.583757,30.977153,22,079,29220,132424,42,08,135,4003,2205,10780,0,PointAddress,E,100
LA,LA0050,006,Y,54,CARL N. GUNTER SR. BRANCH,5630 HOLLOWAY ROAD,PINEVILLE,71360,M,RAPIDES,3184437259,BR,4100,R_16,0,2808,52,2017,00,00,00,-92.418813,31.333705,22,079,60530,132424,23,04,116,1036,2205,10780,0,StreetName,E,100
LA,LA0050,007,Y,54,HINESTON BRANCH,1810 HIGHWAY 121,HINESTON,71438,M,RAPIDES,3187938461,BR,4000,R_16,0,1456,52,2017,00,00,00,-92.75909,31.13683,22,079,M,132424,42,08,136,1016,2205,10780,0,PointAddress,E,100
LA,LA0050,008,Y,54,MARTIN LUTHER KING JR. MEMORIAL BRANCH,1115 BROADWAY AVE.,ALEXANDRIA,71302,M,RAPIDES,3184453912,BR,5000,R_16,0,2808,52,2017,00,00,00,-92.436382,31.296064,22,079,00975,132424,13,02,129,2021,2205,10780,0,StreetAddress,E,100
LA,LA0050,009,Y,54,GEORGIE G. JOHNSON BRANCH,1610 VETERANS DRIVE,LECOMPTE,71346,M,RAPIDES,3187765153,BR,3417,R_16,0,1456,52,2017,00,00,00,-92.403014,31.089341,22,079,42800,132424,42,08,133,3022,2205,10780,0,StreetAddress,E,100
LA,LA0050,010,Y,54,MARTIN BRANCH,801 WEST SHAMROCK STREET,PINEVILLE,71360,6435,RAPIDES,3184427575,BR,5188,R_16,0,2808,52,2017,00,00,00,-92.436891,31.32404,22,079,60530,132424,23,04,117,3041,2205,10780,0,StreetAddress,E,90.92
LA,LA0050,012,Y,54,J.L. ROBERTSON BRANCH,809 TIOGA HIGH SCHOOL ROAD,BALL,71409,M,RAPIDES,3186403098,BR,6000,R_16,0,2592,48,2017,00,00,00,-92.722351,31.312201,22,079,M,132424,42,08,106,2008,2205,10780,0,Postal,E,100
LA,LA0050,015,Y,FSCS4040,RAPIDES PARISH LIBRARY BOOKMOBILES,411 WASHINGTON STREET,ALEXANDRIA,71301,8338,RAPIDES,3184456436,BS,-4,N_16,1,1100,50,2017,00,00,00,-92.444362,31.309538,22,079,00975,132424,13,02,139,2085,2205,10780,0,PointAddress,E,100
LA,LA0051,001,Y,FSCS4037,OUACHITA PARISH PUBLIC LIBRARY,1800 STUBBS AVENUE,MONROE,71201,5728,OUACHITA,3183271490,CE,35475,R_16,0,3264,51,2017,00,00,00,-92.108356,32.520236,22,073,51410,156983,13,02,17,2046,2205,33740,0,PointAddress,E,100
LA,LA0051,003,Y,59,CARVER-MCDONALD BRANCH,2941 RENWICK STREET,MONROE,71201,8146,OUACHITA,3183271477,BR,5850,R_16,0,2703,51,2017,00,00,00,-92.084759,32.514208,22,073,51410,156983,13,02,7,1007,2205,33740,0,PointAddress,E,100
LA,LA0051,005,Y,FSCS4049,OUACHITA VALLEY BRANCH,601 MCMILLAN ROAD,WEST MONROE,71294,7367,OUACHITA,3183271470,BR,15205,R_16,0,3264,51,2017,00,00,00,-92.157574,32.513455,22,073,80955,156983,22,04,53.02,1044,2205,33740,0,StreetAddress,E,92.08
LA,LA0051,006,Y,55,WEST MONROE BRANCH,315 CYPRESS STREET,WEST MONROE,71291,3121,OUACHITA,3183271365,BR,7920,R_16,0,2703,51,2017,00,00,00,-92.127015,32.502192,22,073,80955,156983,22,04,111,2025,2205,33740,0,PointAddress,E,100
LA,LA0051,007,Y,FSCS4037,OUACHITA PARISH PUBLIC LIBRARY BOOKMOBILE,1800 STUBBS AVENUE,MONROE,71201,5728,OUACHITA,3183271490,BS,-4,N_16,1,1323,49,2017,00,00,00,-92.108356,32.520236,22,073,51410,156983,13,02,17,2046,2205,33740,0,PointAddress,E,100
LA,LA0051,008,Y,LA0051-008,ANNA MEYER BRANCH,1808 HIGHWAY 165 SOUTH,MONROE,71202,M,OUACHITA,3183271351,BR,6587,R_16,0,2244,51,2017,00,00,00,-92.11405,32.386551,22,073,M,156983,41,08,106.04,2018,2205,33740,0,StreetAddress,E,100
LA,LA0051,009,Y,LA0051-009,WEST OUACHITA BRANCH,188 HIGHWAY 546,WEST MONROE,71292,9100,OUACHITA,3183275414,BR,9000,R_16,0,3111,51,2017,00,00,00,-92.24574,32.516342,22,073,M,156983,41,08,104,1000,2205,33740,0,StreetAddress,E,92.08
LA,LA0051,010,Y,LA0051-010,LOUISE WILLIAMS BRANCH,140 BAYOU OAKS DRIVE,MONROE,71203,3302,OUACHITA,3183275422,BR,10000,R_16,0,3111,51,2017,00,00,00,-92.016616,32.546578,22,073,M,156983,22,04,102.02,2011,2205,33740,0,PointAddress,E,100
LA,LA0051,011,Y,LA0051-011,STERLINGTON MEMORIAL BRANCH,305 KEYSTONE,MONROE,71203,8959,OUACHITA,3183271382,BR,7600,R_16,0,3111,51,2017,00,00,00,-92.064544,32.647814,22,073,M,156983,41,08,103.02,1050,2205,33740,0,StreetAddress,E,90.92
LA,LA0051,012,Y,LA0051,OLLIE BURNS BRANCH,5601 165 BYPASS,MONROE,71202,M,OUACHITA,3183271236,BR,10200,R_16,0,3111,51,2017,00,00,00,-92.087276,32.441659,22,073,64660,156983,22,04,106.03,4020,2205,33740,0,StreetAddress,E,90.92
LA,LA0051,013,Y,LA0051-013,CPL JR SEARCY MEMORIAL BRANCH,5775 JONESBORO ROAD,WEST MONROE,71292,9014,OUACHITA,3183271490,BR,10200,R_16,0,3111,51,2017,00,00,00,-92.208802,32.411974,22,073,M,156983,41,08,105.02,1025,2205,33740,0,PointAddress,E,100
