STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,MAT_CENT,MAT_TYPE,CBSA,MICROF
NH,NH0059,002,NH89152,NEW IPSWICH LIBRARY,6 MAIN STREET,NEW IPSWICH,03071,0320,HILLSBOROUGH,6038784644,CE,NO,1664,R_11,0,R_11,1041,R_11,52,R_11,2012,00,00,00,-71.854102,42.757786,33,011,00000,401842,42,225,2047,3302,0,1,31700,0
NH,NH0060,002,NH89153,TRACY MEMORIAL LIBRARY,304 MAIN STREET,NEW LONDON,03257,7813,MERRIMACK,6035264656,CE,NO,14000,R_11,0,R_11,2184,R_11,52,R_11,2012,00,00,00,-71.985062,43.414414,33,013,52020,146614,42,410,2007,3302,0,1,18180,1
NH,NH0061,002,NH89154,NEWMARKET PUBLIC LIBRARY,1 ELM STREET,NEWMARKET,03857,1201,STRAFFORD,6036595311,CE,NO,7450,R_11,0,R_11,2058,R_11,52,R_11,2012,00,00,00,-70.947305,43.081034,33,015,52260,296085,31,675.0200195,1011,3301,0,1,14460,0
NH,NH0062,002,NH89155,RICHARDS FREE LIBRARY,58 NORTH MAIN STREET,NEWPORT,03773,1597,SULLIVAN,6038633430,CE,NO,16129,R_11,0,R_11,2340,R_11,52,R_11,2012,00,00,00,-72.175007,43.366533,33,019,52500,43366,33,9754,6028,3302,0,1,17200,1
NH,NH0063,002,NH89156,GALE LIBRARY,16 SOUTH MAIN STREET,NEWTON,03858,0329,ROCKINGHAM,6033824691,CE,NO,3000,R_11,0,R_11,1664,R_11,52,R_11,2012,00,00,00,-71.036175,42.867668,33,015,00000,296085,21,1021,1024,3301,0,1,14460,0
NH,NH0064,002,NH89157,NORTH HAMPTON PUBLIC LIBRARY,237A ATLANTIC AVENUE,NORTH HAMPTON,03862,2342,ROCKINGHAM,6039646326,CE,NO,5625,R_11,0,R_11,2244,R_11,52,R_11,2012,00,00,00,-70.831226,42.973176,33,015,00000,296085,23,660,2036,3301,0,1,14460,0
NH,NH0065,002,NH89158,NORTHUMBERLAND PUBLIC LIBRARY,31 STATE STREET,GROVETON,03582,4081,COOS,6036362066,CE,NO,2240,R_11,0,R_11,1664,R_11,52,R_11,2012,00,00,00,-71.514174,44.59897,33,007,32260,32590,43,9504,4031,3302,0,1,13620,1
NH,NH0066,005,NH89159,CHESLEY MEMORIAL LIBRARY,8 MOUNTAIN AVENUE,NORTHWOOD,03261,0008,ROCKINGHAM,6039425472,CE,NO,3808,R_11,0,R_11,2132,R_11,52,R_11,2012,00,00,00,-71.19108,43.173641,33,015,00000,296085,42,570,1056,3302,0,1,14460,0
NH,NH0067,002,NH8916,BATH PUBLIC LIBRARY,4 WEST BATH ROAD,BATH,03740,0005,GRAFTON,6037473372,CE,NO,1200,R_11,0,R_11,1040,R_11,52,R_11,2012,00,00,00,-71.966039,44.167161,33,009,00000,88954,43,9603,4102,3302,0,1,17200,1
NH,NH0068,002,NH89160,BLAISDELL MEMORIAL LIBRARY,129 STAGE ROAD,NOTTINGHAM,03290,0115,ROCKINGHAM,6036798484,CE,NO,5168,R_11,0,R_11,2236,R_11,52,R_11,2012,00,00,00,-71.080825,43.106561,33,015,00000,296085,42,580,1100,3301,0,1,14460,0
NH,NH0071,002,NH89163,ORFORD FREE LIBRARY,2539 ROUTE 25A,ORFORD,03777,0186,GRAFTON,6033539166,CE,NO,1183,R_11,0,R_11,702,R_11,52,R_11,2012,00,00,00,-72.102151,43.882571,33,009,00000,88954,43,9607,1155,3302,0,5,17200,1
NH,NH0072,002,NH89164,OSSIPEE PUBLIC LIBRARY,74 MAIN STREET,CENTER OSSIPEE,03814,0638,CARROLL,6035396390,CE,NO,6292,R_11,0,R_11,2132,R_11,52,R_11,2012,00,00,00,-71.150697,43.753193,33,003,10820,47641,42,9559,1016,3301,0,1,0,.
NH,NH0073,002,NH89165,PELHAM PUBLIC LIBRARY,24 VILLAGE GREEN,PELHAM,03076,3172,HILLSBOROUGH,6036357581,CE,NO,10000,R_11,0,R_11,2624,R_11,52,R_11,2012,00,00,00,-71.32558,42.732229,33,011,00000,401842,21,2002,2028,3302,0,1,31700,0
NH,NH0074,002,NH89166,PEMBROKE TOWN LIBRARY,313 PEMBROKE STREET,PEMBROKE,03275,1343,MERRIMACK,6034857851,CE,NO,8900,R_11,0,R_11,1968,R_11,52,R_11,2012,00,00,00,-71.460739,43.150049,33,013,00000,146614,41,32,3022,3302,0,1,18180,1
NH,NH0075,002,NH89167,PETERBOROUGH TOWN LIBRARY,2 CONCORD STREET,PETERBOROUGH,03458,1511,HILLSBOROUGH,6039248040,CE,NO,15500,R_11,0,R_11,2600,R_11,52,R_11,2012,00,00,00,-71.94792,42.877557,33,011,60500,401842,32,230,5006,3302,0,1,31700,0
NH,NH0076,002,NH89168,PIERMONT PUBLIC LIBRARY,130 ROUTE 10,PIERMONT,03779,0006,GRAFTON,6032724967,CE,NO,918,R_11,0,R_11,988,R_11,52,R_11,2012,00,00,00,-72.082398,43.964608,33,009,00000,88954,43,9607,1039,3302,0,5,17200,1
NH,NH0077,002,NH89169,BREMER POND MEMORIAL LIBRARY,12 SCHOOL STREET,PITTSBURG,03592,0098,COOS,6035387032,CE,NO,1971,R_11,0,R_11,216,R_11,50,R_11,2012,00,00,00,-71.386139,45.052095,33,007,00000,32590,43,9501,2138,3302,X,14,13620,1
NH,NH0078,002,NH8917,BEDFORD PUBLIC LIBRARY,3 MEETINGHOUSE ROAD,BEDFORD,03110,5406,HILLSBOROUGH,6034723023,CE,NO,19980,R_11,0,R_11,2991,R_11,52,R_11,2012,00,00,00,-71.515771,42.946364,33,011,00000,401842,22,29.02000046,3060,3301,0,1,31700,0
NH,NH0079,002,NH89170,JOSIAH CARPENTER LIBRARY,41 MAIN STREET,PITTSFIELD,03263,3730,MERRIMACK,6034358406,CE,NO,2750,R_11,0,R_11,1313,R_11,52,R_11,2012,00,00,00,-71.327324,43.30466,33,013,61860,146614,42,350,2012,3302,0,1,18180,1
NH,NH0080,002,NH89171,PHILIP READ MEMORIAL LIBRARY,1088 ROUTE 12A,PLAINFIELD,03781,9801,SULLIVAN,6036756866,CE,NO,6200,R_11,0,R_11,1352,R_11,52,R_11,2012,00,00,00,-72.355681,43.535355,33,019,62260,43366,42,9751,3019,3302,0,1,17200,1
NH,NH0081,002,NH89172,MERIDEN LIBRARY,22 BEAN ROAD,MERIDEN,03770,0128,SULLIVAN,6034693252,CE,NO,2432,R_11,0,R_11,1248,R_11,52,R_11,2012,00,00,00,-72.263767,43.54344,33,019,00000,43366,42,9751,2034,3302,X,15,17200,1
NH,NH0082,002,NH89173,PLAISTOW PUBLIC LIBRARY,85 MAIN STREET,PLAISTOW,03865,3010,ROCKINGHAM,6033826011,CE,NO,15400,R_11,0,R_11,2673,R_11,50,R_11,2012,00,00,00,-71.09297,42.828387,33,015,00000,296085,21,1011,2000,3301,0,1,14460,0
NH,NH0083,002,NH89174,PEASE PUBLIC LIBRARY,1 RUSSELL STREET,PLYMOUTH,03264,0414,GRAFTON,6035362616,CE,NO,12500,R_11,0,R_11,2496,R_11,52,R_11,2012,00,00,00,-71.689038,43.757221,33,009,62580,88954,33,9610,2000,3302,0,1,17200,1
NH,NH0084,002,NH89175,PORTSMOUTH PUBLIC LIBRARY,175 PARROTT AVENUE,PORTSMOUTH,03801,4452,ROCKINGHAM,6034271540,CE,NO,39500,R_11,0,R_11,3510,R_11,52,R_11,2012,00,00,00,-70.75759,43.073671,33,015,62900,296085,23,691,4002,3301,0,1,14460,0
NH,NH0085,002,NH89177,DUDLEY-TUCKER LIBRARY,6 EPPING STREET,RAYMOND,03077,0909,ROCKINGHAM,6038952633,CE,NO,4400,R_11,0,R_11,2186,R_11,52,R_11,2012,00,00,00,-71.182763,43.036694,33,015,63940,296085,31,550.0200195,1009,3301,0,1,14460,0
NH,NH0086,002,NH89178,RICHMOND PUBLIC LIBRARY,19 WINCHESTER ROAD,RICHMOND,03470,4508,CHESHIRE,6032396164,CE,NO,2500,R_11,0,R_11,676,R_11,52,R_11,2012,00,00,00,-72.330684,42.761771,33,005,00000,76855,42,9707,4095,3302,0,1,28300,1
NH,NH0087,002,NH89179,INGALLS MEMORIAL LIBRARY,203 MAIN STREET,RINDGE,03461,0224,CHESHIRE,6038993303,CE,NO,6860,R_11,0,R_11,1729,R_11,52,R_11,2012,00,00,00,-72.007172,42.737603,33,005,00000,76855,41,9706,3037,3302,0,1,28300,1
NH,NH0088,002,NH8918,BELMONT PUBLIC LIBRARY,146 MAIN STREET,BELMONT,03220,0308,BELKNAP,6032678331,CE,NO,2391,R_11,0,R_11,1872,R_11,52,R_11,2012,00,00,00,-71.475488,43.447298,33,001,04660,60189,42,9658,3022,3301,0,1,29060,1
NH,NH0089,002,NH89180,ROCHESTER PUBLIC LIBRARY,65 SOUTH MAIN STREET,ROCHESTER,03867,2707,STRAFFORD,6033321428,CE,NO,25000,R_11,0,R_11,2971,R_11,52,R_11,2012,00,00,00,-70.974275,43.302459,33,017,65140,123671,23,843,5018,3301,0,1,14460,0
NH,NH0090,003,NH89181,EAST ROCHESTER PUBLIC LIBRARY,57 MAIN STREET,EAST ROCHESTER,03868,6006,STRAFFORD,6033328013,CE,NO,1184,R_11,0,R_11,700,R_11,51,R_11,2012,00,00,00,-70.939673,43.334214,33,017,65140,123671,23,842,4000,3301,0,1,14460,0
NH,NH0091,002,NH89182,BYRON G. MERRILL LIBRARY,10 BUFFALO ROAD,RUMNEY,03266,9801,GRAFTON,6037869520,CE,NO,3000,R_11,0,R_11,676,R_11,52,R_11,2012,00,00,00,-71.813498,43.804375,33,009,00000,88954,42,9608,4046,3302,0,1,17200,1
NH,NH0092,002,NH89183,RYE PUBLIC LIBRARY,581 WASHINGTON ROAD,RYE,03870,2344,ROCKINGHAM,6039648401,CE,NO,12500,R_11,0,R_11,2624,R_11,52,R_11,2012,00,00,00,-70.772297,43.012317,33,015,00000,296085,41,710,3009,3301,0,1,14460,0
NH,NH0093,002,NH89184,KELLEY LIBRARY,234 MAIN STREET,SALEM,03079,3190,ROCKINGHAM,6038987064,CE,NO,22000,R_11,0,R_11,3396,R_11,52,R_11,2012,00,00,00,-71.211168,42.784743,33,015,00000,296085,21,1004,3002,3302,0,1,14460,0
NH,NH0094,002,NH89185,SALISBURY FREE LIBRARY,641 OLD TURNPIKE ROAD,SALISBURY,03268,0284,MERRIMACK,6036482278,CE,NO,1940,R_11,0,R_11,988,R_11,52,R_11,2012,00,00,00,-71.745255,43.391345,33,013,00000,146614,42,425,3018,3302,0,1,18180,1
NH,NH0095,002,NH89186,SANBORNTON PUBLIC LIBRARY,27 MEETINGHOUSE HILL ROAD,SANBORNTON,03269,0088,BELKNAP,6032868288,CE,NO,3900,R_11,0,R_11,1785,R_11,52,R_11,2012,00,00,00,-71.583575,43.492952,33,001,00000,60189,41,9654,2097,3301,0,1,29060,1
NH,NH0096,002,NH89187,SANDOWN PUBLIC LIBRARY,305 MAIN STREET,SANDOWN,03873,0580,ROCKINGHAM,6038873428,CE,NO,3016,R_11,0,R_11,2600,R_11,52,R_11,2012,00,00,00,-71.186902,42.924953,33,015,00000,296085,41,520,2068,3301,0,1,14460,0
NH,NH0097,002,NH89188,SAMUEL H. WENTWORTH LIBRARY,35 MAIN STREET,CENTER SANDWICH,03227,0146,CARROLL,6032846665,CE,NO,4300,R_11,0,R_11,1810,R_11,52,R_11,2012,00,00,00,-71.437723,43.806098,33,003,10900,47641,43,9556,3127,3301,0,1,0,.
NH,NH0098,002,NH89189,SEABROOK LIBRARY,25 LIBERTY LANE,SEABROOK,03874,4506,ROCKINGHAM,6034742044,CE,NO,19000,R_11,0,R_11,2208,R_11,52,R_11,2012,00,00,00,-70.861819,42.88425,33,015,00000,296085,21,630.0200195,3001,3301,0,1,14460,0
NH,NH0099,002,NH8919,G.E.P. DODGE LIBRARY,2 MAIN STREET,BENNINGTON,03442,0129,HILLSBOROUGH,6035886585,CE,NO,940,IP10,0,R_11,1612,R_11,52,R_11,2012,00,00,00,-71.925712,43.005827,33,011,04820,401842,42,215,3053,3302,0,1,31700,0
NH,NH0101,002,NH89190,SOMERSWORTH PUBLIC LIBRARY,25 MAIN STREET,SOMERSWORTH,03878,3198,STRAFFORD,6036924587,CE,NO,9000,R_11,0,R_11,3094,R_11,52,R_11,2012,00,00,00,-70.863568,43.262905,33,017,69940,123671,23,830.0100098,5003,3301,0,1,14460,0
NH,NH0102,002,NH89192,SOUTH HAMPTON PUBLIC LIBRARY,3-1 HILLDALE AVENUE,SOUTH HAMPTON,03827,9410,ROCKINGHAM,6033947319,CE,NO,1530,R_11,0,R_11,1020,R_11,51,R_11,2012,00,00,00,-71.000517,42.87613,33,015,00000,296085,41,625,1046,3301,0,1,14460,0
NH,NH0103,002,NH89193,LIBBIE A. CASS MEMORIAL LIBRARY,2748 MAIN STREET,SPRINGFIELD,03284,0089,SULLIVAN,6037634381,CE,NO,2200,R_11,0,R_11,1976,R_11,52,R_11,2012,00,00,00,-72.048892,43.494143,33,019,00000,43366,42,9752,1024,3302,0,1,17200,1
NH,NH0105,002,NH89196,DENNIS JOOS MEMORIAL LIBRARY,888 WASHINGTON STREET,WEST STEWARTSTOWN,03597,0119,COOS,6032463329,CE,NO,523,R_11,0,R_11,408,R_11,52,R_11,2012,00,00,00,-71.532688,44.995032,33,007,83620,32590,43,9501,3088,3302,X,14,13620,1
NH,NH0106,002,NH89197,DAVIS PUBLIC LIBRARY,1391 ROUTE 123 NORTH,STODDARD,03464,0749,CHESHIRE,6034466251,CE,NO,630,R_11,0,R_11,732,R_11,52,R_11,2012,00,00,00,-72.108447,43.079008,33,005,00000,76855,42,9704,1070,3302,0,1,28300,1
NH,NH0107,002,NH89198,HILL LIBRARY,1151 PARKER MOUNTAIN ROAD,CENTER STRAFFORD,03815,0130,STRAFFORD,6036642800,CE,NO,26484,IP10,0,R_11,1456,R_11,52,R_11,2012,00,00,00,-71.136268,43.276894,33,017,00000,123671,42,860,1029,3301,0,1,14460,0
NH,NH0109,002,NH892,HAYNES LIBRARY,33 WASHBURN ROAD,ALEXANDRIA,03222,8532,GRAFTON,6037446529,CE,NO,1020,R_11,0,R_11,140,R_11,47,R_11,2012,00,00,00,-71.794206,43.612141,33,009,00000,88954,43,9613,1045,3302,0,1,17200,1
NH,NH0110,002,NH8920,BERLIN PUBLIC LIBRARY,270 MAIN STREET,BERLIN,03570,2465,COOS,6037525210,CE,NO,2976,R_11,0,R_11,2028,R_11,52,R_11,2012,00,00,00,-71.178059,44.471714,33,007,05140,32590,33,9506,3008,3302,0,1,13620,1
NH,NH0111,002,NH89200,STRATFORD PUBLIC LIBRARY,74 MAIN STREET,NORTH STRATFORD,03590,0366,COOS,6039229016,CE,NO,1618,R_11,0,R_11,672,R_11,-1,U_11,2012,00,00,00,-71.629641,44.750192,33,007,00000,32590,43,9504,1248,3302,0,1,13620,1
NH,NH0112,002,NH89201,WIGGIN MEMORIAL LIBRARY,10 BUNKER HILL AVE.,STRATHAM,03885,2403,ROCKINGHAM,6037724346,CE,NO,11000,R_11,0,R_11,2756,R_11,52,R_11,2012,00,00,00,-70.915657,43.011744,33,015,00000,296085,41,670,2021,3301,0,1,14460,0
NH,NH0113,002,NH89202,RICHARDSON MEMORIAL LIBRARY,1411 MAIN STREET,SUGAR HILL,03586,0622,GRAFTON,6038237001,CE,NO,1200,R_11,0,R_11,584,R_11,52,R_11,2012,00,00,00,-71.803349,44.222964,33,009,00000,88954,42,9602,1115,3302,X,15,17200,1
NH,NH0114,002,NH89203,SULLIVAN PUBLIC LIBRARY,436 CENTRE STREET,SULLIVAN,03445,0092,CHESHIRE,6038473458,CE,NO,2484,R_11,0,R_11,765,R_11,52,R_11,2012,00,00,00,-72.226838,43.010729,33,005,00000,76855,42,9704,2049,3302,0,1,28300,1
NH,NH0115,002,NH89204,ABBOTT LIBRARY,542 ROUTE 11,SUNAPEE,03782,0314,SULLIVAN,6037635513,CE,NO,3180,R_11,0,R_11,2288,R_11,52,R_11,2012,00,00,00,-72.087814,43.387686,33,019,00000,43366,41,9753,2025,3302,0,1,17200,1
NH,NH0116,002,NH89205,REED FREE LIBRARY,8 VILLAGE ROAD,SURRY,03431,M,CHESHIRE,6033521761,CE,NO,1024,R_11,0,R_11,520,R_11,52,R_11,2012,00,00,00,-72.319544,43.007553,33,005,00000,76855,41,9701,1082,3302,0,1,28300,1
NH,NH0117,002,NH89207,MT. CAESAR UNION LIBRARY,628 OLD HOMESTEAD HIGHWAY,SWANZEY,03446,2312,CHESHIRE,6033570456,CE,NO,5341,R_11,0,R_11,1664,R_11,52,R_11,2012,00,00,00,-72.278869,42.845687,33,005,00000,76855,42,9709,3077,3302,0,1,28300,1
NH,NH0118,002,NH89208,STRATTON FREE LIBRARY,9 MAIN STREET,WEST SWANZEY,03469,0578,CHESHIRE,6033529391,CE,NO,1200,R_11,0,R_11,832,R_11,52,R_11,2012,00,00,00,-72.333641,42.870736,33,005,83700,76855,42,9709,4020,3302,X,14,28300,1
NH,NH0121,003,NH8921,BETHLEHEM PUBLIC LIBRARY,2155 MAIN STREET,BETHLEHEM,03574,0250,GRAFTON,6038692409,CE,NO,1550,R_11,0,R_11,1326,R_11,52,R_11,2012,00,00,00,-71.687306,44.280342,33,009,05380,88954,42,9602,3093,3302,0,1,17200,1
NH,NH0122,002,NH89211,MANSFIELD PUBLIC LIBRARY,5 MAIN STREET,TEMPLE,03084,0210,HILLSBOROUGH,6038783100,CE,NO,1060,R_11,0,R_11,1300,R_11,52,R_11,2012,00,00,00,-71.85122,42.819926,33,011,00000,401842,42,225,1011,3302,0,1,31700,0
NH,NH0123,002,NH89212,THORNTON PUBLIC LIBRARY,1884 NH RTE 175,THORNTON,03285,6227,GRAFTON,6037268981,CE,NO,1836,R_11,0,R_11,2132,R_11,52,R_11,2012,00,00,15,-71.665456,43.898792,33,009,00000,88954,42,9604,3051,3302,0,1,17200,1
NH,NH0124,002,NH89213,HALL MEMORIAL LIBRARY,18 PARK STREET,NORTHFIELD,03276,1543,MERRIMACK,6032868971,CE,NO,7200,R_11,0,R_11,2472,R_11,52,R_11,2012,00,00,00,-71.592415,43.442727,33,013,77100,146614,32,440,1005,3302,0,1,18180,1
NH,NH0125,002,NH89214,GAY-KIMBALL PUBLIC LIBRARY,10 SOUTH MAIN STREET,TROY,03465,2429,CHESHIRE,6032427743,CE,NO,5000,R_11,0,R_11,1352,R_11,52,R_11,2012,00,00,00,-72.180231,42.822142,33,005,77300,76855,42,9708,4069,3302,0,1,28300,1
NH,NH0126,004,NH89215,TUFTONBORO FREE LIBRARY,221 MIDDLE RD.,CENTER TUFTONBORO,03816,0073,CARROLL,6035694256,CE,NO,3980,R_11,0,R_11,1824,R_11,52,R_11,2012,00,00,00,-71.264812,43.677647,33,003,00000,47641,42,9564,1061,3301,0,1,0,.
NH,NH0127,002,NH89216,UNITY FREE PUBLIC LIBRARY,"13 CENTER ROAD, UNIT 4",UNITY,03603,7500,SULLIVAN,6035433253,CE,NO,1500,R_11,0,R_11,1040,R_11,52,R_11,2012,00,00,00,-72.427302,43.238673,33,019,11300,43366,33,9757,4026,3302,0,1,17200,1
NH,NH0128,003,NH89217,WAKEFIELD PUBLIC LIBRARY,2699 WAKEFIELD ROAD,SANBORNVILLE,03872,0904,CARROLL,6035223032,CE,NO,2200,R_11,0,R_11,352,R_11,52,R_11,2012,00,00,00,-71.029253,43.568115,33,003,00000,47641,42,9560,4000,3301,0,1,0,.
NH,NH0129,002,NH89218,"GAFNEY LIBRARY, INC.",14 HIGH STREET,SANBORNVILLE,03872,0517,CARROLL,6035223401,CE,NO,3000,R_11,0,R_11,1144,R_11,52,R_11,2012,00,00,00,-71.029792,43.558054,33,003,67460,47641,42,9560,4001,3301,0,1,0,.
NH,NH0131,005,NH8922,BOSCAWEN PUBLIC LIBRARY,116 NORTH MAIN ST,BOSCAWEN,03303,3009,MERRIMACK,6037538576,CE,NO,1600,R_11,0,R_11,1792,R_11,52,R_11,2012,00,00,00,-71.603462,43.285394,33,013,00000,146614,32,380,3032,3302,0,1,18180,1
NH,NH0132,004,NH89220-A,NORTH WALPOLE PUBLIC LIBRARY,70 CHURCH STREET,NORTH WALPOLE,03609,1702,CHESHIRE,6034455153,BR,NO,600,R_11,0,R_11,364,R_11,52,R_11,2012,00,00,00,-72.449248,43.142063,33,005,56420,76855,33,9702,1033,3302,0,1,28300,1
NH,NH0132,005,NH89220,WALPOLE TOWN LIBRARY,48 MAIN STREET,WALPOLE,03608,0487,CHESHIRE,6037569806,CE,NO,2700,R_11,0,R_11,1612,R_11,52,R_11,2012,00,00,00,-72.429234,43.097885,33,005,00000,76855,41,9702,2038,3302,0,1,28300,1
NH,NH0133,002,NH89221,PILLSBURY FREE LIBRARY,18 EAST MAIN STREET,WARNER,03278,0299,MERRIMACK,6034562289,CE,NO,6800,R_11,0,R_11,1612,R_11,52,R_11,2012,00,00,00,-71.815318,43.280303,33,013,78500,146614,42,385,1051,3302,0,1,18180,1
NH,NH0134,002,NH89222,JOSEPH PATCH LIBRARY,320 NH ROUTE 25,WARREN,03279,9716,GRAFTON,6037649072,CE,NO,1073,R_11,0,R_11,760,R_11,52,R_11,2012,00,00,00,-71.883222,43.929751,33,009,00000,88954,43,9605,3009,3302,X,14,17200,1
NH,NH0135,002,NH89223,SHEDD FREE LIBRARY,46 NORTH MAIN STREET,WASHINGTON,03280,0288,SULLIVAN,6034953592,CE,NO,600,R_11,0,R_11,825,R_11,52,R_11,2012,00,00,00,-72.097694,43.176909,33,019,00000,43366,42,9755,3000,3302,0,1,17200,1
NH,NH0136,002,NH89224,OSCEOLA LIBRARY,2 WEST BRANCH ROAD,WATERVILLE VALLEY,03215,0367,GRAFTON,6032364108,CE,NO,300,R_11,0,R_11,372,R_11,52,R_11,2012,00,00,00,-71.662169,43.848402,33,009,00000,88954,42,9608,2005,3301,0,1,17200,1
NH,NH0137,002,NH89225,WEARE PUBLIC LIBRARY,10 PAIGE MEMORIAL LANE,WEARE,03281,0227,HILLSBOROUGH,6035292044,CE,NO,5536,R_11,0,R_11,1935,R_11,52,R_11,2012,00,00,00,-71.734403,43.085942,33,011,00000,401842,42,210,3064,3302,X,14,31700,0
NH,NH0138,002,NH89226,WEBSTER FREE PUBLIC LIBRARY,947 BATTLE STREET,WEBSTER,03303,7306,MERRIMACK,6036482706,CE,NO,1435,R_11,0,R_11,1100,R_11,50,R_11,2012,00,00,00,-71.719535,43.313608,33,013,00000,146614,42,385,3028,3302,0,1,18180,1
NH,NH0139,002,NH89227,WEBSTER MEMORIAL LIBRARY,20 WENTWORTH VILLAGE ROAD,WENTWORTH,03282,0103,GRAFTON,6037645818,CE,NO,-1,U_11,0,R_11,651,R_11,52,R_11,2012,00,00,00,-71.909467,43.869154,33,009,00000,88954,43,9607,2021,3302,0,1,17200,1
NH,NH0140,002,NH89228,WESTMORELAND PUBLIC LIBRARY,33 SOUTH VILLAGE ROAD,WESTMORELAND,03467,4514,CHESHIRE,6033997750,CE,NO,2382,R_11,0,R_11,1144,R_11,52,R_11,2012,00,00,00,-72.441094,42.962469,33,005,00000,76855,42,9715,1081,3302,0,1,28300,1
NH,NH0141,002,NH89229,WHITEFIELD PUBLIC LIBRARY,8 LANCASTER ROAD,WHITEFIELD,03598,1108,COOS,6038372030,CE,NO,2870,R_11,0,R_11,1144,R_11,52,R_11,2012,00,00,00,-71.611348,44.373653,33,007,84340,32590,42,9511,2064,3302,0,1,13620,1
NH,NH0142,002,NH8923,BAKER FREE LIBRARY,509 SOUTH STREET,BOW,03304,3413,MERRIMACK,6032247113,CE,NO,8000,R_11,0,R_11,2860,R_11,52,R_11,2012,00,00,00,-71.535921,43.173529,33,013,00000,146614,41,310.019989,2001,3302,0,1,18180,1
NH,NH0143,002,NH89230,WILMOT PUBLIC LIBRARY,11 NORTH WILMOT ROAD,WILMOT,03287,4302,MERRIMACK,6035266804,CE,NO,2000,R_11,0,R_11,1300,R_11,52,R_11,2012,00,00,00,-71.912884,43.451466,33,013,00000,146614,43,415,3035,3302,0,1,18180,1
NH,NH0144,002,NH89231,WILTON PUBLIC & GREGG FREE LIBRARY,7 FOREST ROAD,WILTON,03086,0420,HILLSBOROUGH,6036542581,CE,NO,5850,R_11,0,R_11,1872,R_11,52,R_11,2012,00,00,00,-71.738503,42.844688,33,011,85140,401842,41,190,1028,3302,0,1,31700,0
NH,NH0145,002,NH89232,CONANT PUBLIC LIBRARY,111 MAIN STREET,WINCHESTER,03470,3132,CHESHIRE,6032394331,CE,NO,5283,R_11,0,R_11,1768,R_11,52,R_11,2012,00,00,00,-72.386924,42.769713,33,005,85460,76855,42,9717,2008,3302,0,1,28300,1
NH,NH0146,002,NH89233,THAYER PUBLIC LIBRARY,3 MAIN STREET,ASHUELOT,03441,0067,CHESHIRE,6032394099,CE,NO,-1,U_11,0,R_11,520,R_11,52,R_11,2012,00,00,00,-72.431394,42.781783,33,005,00000,76855,42,9717,2016,3302,X,14,28300,1
NH,NH0147,002,NH89234,NESMITH LIBRARY,8 FELLOWS ROAD,WINDHAM,03087,1909,ROCKINGHAM,6034327154,CE,NO,12000,R_11,0,R_11,3213,R_11,51,R_11,2012,00,00,00,-71.299408,42.804259,33,015,00000,296085,41,1061.02002,3044,3302,0,1,14460,0
NH,NH0148,002,NH89235,WOLFEBORO PUBLIC LIBRARY,259 SOUTH MAIN STREET,WOLFEBORO,03894,4412,CARROLL,6035692428,CE,NO,10500,R_11,0,R_11,2786,R_11,52,R_11,2012,00,00,00,-71.197026,43.578464,33,003,86340,47641,42,9561,4020,3301,0,1,0,.
NH,NH0149,002,NH89236,MOOSILAUKE PUBLIC LIBRARY,165 LOST RIVER ROAD,WOODSTOCK,03262,0021,GRAFTON,6037459971,CE,NO,981,R_11,0,R_11,1855,R_11,52,R_11,2012,00,00,00,-71.696799,44.032491,33,009,00000,88954,43,9605,2048,3302,0,1,17200,1
NH,NH0150,002,NH8924,BROWN MEMORIAL LIBRARY,78 WEST MAIN STREET,BRADFORD,03221,0437,MERRIMACK,6039385562,CE,NO,5000,R_11,0,R_11,1456,R_11,52,R_11,2012,00,00,00,-71.958883,43.269307,33,013,06900,146614,42,405,3031,3302,0,1,18180,1
NH,NH0151,002,NH8925,MARY E. BARTLETT LIBRARY,22 DALTON ROAD,BRENTWOOD,03833,6000,ROCKINGHAM,6036423355,CE,NO,6300,R_11,0,R_11,1869,R_11,52,R_11,2012,00,00,00,-71.072448,42.981188,33,015,00000,296085,41,600,1054,3301,0,1,14460,0
NH,NH0153,002,NH8927,MINOT-SLEEPER LIBRARY,35 PLEASANT STREET,BRISTOL,03222,1407,GRAFTON,6037443352,CE,NO,1250,R_11,0,R_11,2184,R_11,52,R_11,2012,00,00,00,-71.737827,43.591023,33,009,07620,88954,42,9612,2002,3302,0,1,17200,1
NH,NH0154,002,NH8928,BROOKLINE PUBLIC LIBRARY,16 MAIN STREET,BROOKLINE,03033,0157,HILLSBOROUGH,6036733330,CE,NO,6100,R_11,0,R_11,2002,R_11,52,R_11,2012,00,00,00,-71.669156,42.750202,33,011,00000,401842,41,180,1012,3302,X,16,31700,0
