STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,MAT_CENT
NJ,NJ0015,002,NJ0015-002,DEMAREST PUBLIC LIBRARY ASSOCIATION,90 HARDENBURGH AVENUE,DEMAREST,07627,2137,BERGEN,2017688714,CE,NC,5760,R_09,0,R_09,2010,00,00,00,-73.967575,40.95734,34,003,17530,895250,21,91,5011,05,0
NJ,NJ0016,002,NJ0016-002,DIXON HOMESTEAD LIBRARY,180 WASHINGTON AVENUE,DUMONT,07628,2305,BERGEN,2013842030,CE,NC,20274,R_09,0,R_09,2010,00,00,00,-73.993428,40.9415,34,003,18400,895250,21,102,1009,05,0
NJ,NJ0017,002,NJ0017-002,EAST RUTHERFORD MEMORIAL LIBRARY,143 BOILING SPRINGS AVENUE,EAST RUTHERFORD,07073,1810,BERGEN,2019393930,CE,NC,5840,R_09,0,R_09,2010,00,00,00,-74.098742,40.83257,34,003,19510,895250,21,120,4003,09,0
NJ,NJ0018,002,NJ0018-002,EDGEWATER FREE PUBLIC LIBRARY,49 HUDSON AVENUE,EDGEWATER,07020,1339,BERGEN,2012246144,CE,NC,5328,R_09,0,R_09,2010,00,00,00,-73.974032,40.82938,34,003,20020,895250,21,130,2003,09,0
NJ,NJ0019,002,NJ0019-002,ELMWOOD PARK FREE PUBLIC LIBRARY,210 LEE STREET,ELMWOOD PARK,07407,2704,BERGEN,2017968888,CE,NC,15000,R_09,0,R_09,2010,00,00,00,-74.119586,40.90831,34,003,21300,895250,21,114,1010,09,0
NJ,NJ0020,002,NJ0020-002,EMERSON PUBLIC LIBRARY,20 PALISADE AVENUE,EMERSON,07630,1822,BERGEN,2012615604,CE,NC,6725,R_09,0,R_09,2010,00,00,00,-74.026738,40.97272,34,003,21450,895250,21,140,1010,05,0
NJ,NJ0021,002,NJ0021-002,ENGLEWOOD LIBRARY,31 ENGLE STREET,ENGLEWOOD,07631,2903,BERGEN,2015682215,CE,NC,40000,R_09,0,R_09,2010,00,00,15,-73.972391,40.89397,34,003,21480,895250,21,154,5006,09,0
NJ,NJ0022,002,NJ0022-002,MAURICE M. PINE FREE PUBLIC LIBRARY,10-01 FAIR LAWN AVENUE,FAIR LAWN,07410,1816,BERGEN,2017963400,CE,NC,32000,R_09,0,R_09,2010,00,00,00,-74.131603,40.93617,34,003,22470,895250,21,172,2012,09,0
NJ,NJ0023,002,NJ0023-002,FAIRVIEW FREE PUBLIC LIBRARY,213 ANDERSON AVENUE,FAIRVIEW,07022,2029,BERGEN,2019436244,CE,NC,5000,R_09,0,R_09,2010,00,00,00,-73.995738,40.81548,34,003,22560,895250,21,181,2006,09,0
NJ,NJ0024,002,NJ0024-002,FORT LEE FREE PUBLIC LIBRARY,320 MAIN STREET,FORT LEE,07024,4706,BERGEN,2015923614,CE,NC,31000,R_09,0,R_09,2010,00,00,00,-73.972688,40.8523,34,003,24420,895250,21,192.0099945,1000,09,0
NJ,NJ0025,002,NJ0025-002,FRANKLIN LAKES FREE PUBLIC LIBRARY,470 DEKORTE DRIVE,FRANKLIN LAKES,07417,1998,BERGEN,2018912224,CE,NC,12000,R_09,0,R_09,2010,00,00,00,-74.199773,41.02024,34,003,24990,895250,21,201,2019,05,0
NJ,NJ0026,002,NJ0026-002,GARFIELD FREE PUBLIC LIBRARY,500 MIDLAND AVENUE,GARFIELD,07026,1606,BERGEN,2014783800,CE,NC,9850,R_09,0,R_09,2010,00,00,00,-74.101307,40.88063,34,003,25770,895250,21,214,2002,09,0
NJ,NJ0027,002,NJ0027-002,GLEN ROCK PUBLIC LIBRARY,315 ROCK ROAD,GLEN ROCK,07542,1795,BERGEN,2016703970,CE,NC,13456,R_09,0,R_09,2010,00,00,00,-74.126658,40.9623,34,003,26640,895250,21,221,3018,05,0
NJ,NJ0028,002,NJ0028-002,JOHNSON FREE PUBLIC LIBRARY,274 MAIN STREET,HACKENSACK,07601,7507,BERGEN,2013434169,CE,NC,47500,R_09,0,R_09,2010,00,00,00,-74.041462,40.8866,34,003,28680,895250,21,231,3011,09,0
NJ,NJ0029,002,NJ0029-002,HARRINGTON PARK PUBLIC LIBRARY,10 HERRING STREET,HARRINGTON PARK,07640,1522,BERGEN,2017685675,CE,NC,3515,R_09,0,R_09,2010,00,00,00,-73.978081,40.9871,34,003,30150,895250,21,242,4021,05,0
NJ,NJ0030,002,NJ0030-002,HASBROUCK HEIGHTS FREE PUBLIC LIBRARY,320 BOULEVARD,HASBROUCK HEIGHTS,07604,1721,BERGEN,2012880488,CE,NC,6224,R_09,0,R_09,2010,00,00,00,-74.074855,40.86518,34,003,30420,895250,21,252,2000,09,0
NJ,NJ0031,002,NJ0031-002,HAWORTH MUNICIPAL LIBRARY,300 HAWORTH AVENUE,HAWORTH,07641,1224,BERGEN,2013841020,CE,NC,5000,R_09,0,R_09,2010,00,00,00,-73.988038,40.96066,34,003,30540,895250,21,92,2007,05,0
NJ,NJ0032,002,NJ0032-002,HILLSDALE FREE PUBLIC LIBRARY,509 HILLSDALE AVENUE,HILLSDALE,07642,2710,BERGEN,2013585072,CE,NC,12775,R_09,0,R_09,2010,00,00,00,-74.045845,41.0026,34,003,31920,895250,21,262,1002,05,0
NJ,NJ0033,002,NJ0033-002,HO-HO-KUS PUBLIC LIBRARY,91 WARREN AVENUE,HO-HO-KUS,07423,1544,BERGEN,2014458078,CE,NC,4789,R_09,0,R_09,2010,00,00,00,-74.112115,40.99862,34,003,32310,895250,21,270,2004,05,0
NJ,NJ0034,002,NJ0034-002,LEONIA PUBLIC LIBRARY,227 FORT LEE ROAD,LEONIA,07605,1909,BERGEN,2015925770,CE,NC,13459,R_09,0,R_09,2010,00,00,00,-73.988924,40.86233,34,003,40020,895250,21,280.0100098,5010,09,0
NJ,NJ0035,002,NJ0035-002,LITTLE FERRY FREE PUBLIC LIBRARY,239 LIBERTY STREET,LITTLE FERRY,07643,1736,BERGEN,2016413721,CE,NC,5294,R_09,0,R_09,2010,00,00,00,-74.043794,40.85117,34,003,40680,895250,21,292,3000,09,0
NJ,NJ0036,002,NJ0036-002,LODI MEMORIAL LIBRARY,1 MEMORIAL DRIVE,LODI,07644,1626,BERGEN,2013654044,CE,NC,18500,R_09,0,R_09,2010,00,00,15,-74.089219,40.87342,34,003,41100,895250,21,302,6001,09,0
NJ,NJ0037,002,NJ0037-002,LYNDHURST FREE PUBLIC LIBRARY,355 VALLEY BROOK AVENUE,LYNDHURST,07071,1810,BERGEN,2019396548,CE,NC,9142,R_09,0,R_09,2010,00,00,00,-74.125098,40.81234,34,003,42120,895250,21,312,3004,09,0
NJ,NJ0038,002,NJ0038-002,MAHWAH FREE PUBLIC LIBRARY,100 RIDGE ROAD,MAHWAH,07430,1807,BERGEN,2015292183,CE,NC,22800,R_09,0,R_09,2010,00,00,00,-74.158517,41.08871,34,003,00000,895250,21,321.0100098,2004,05,0
NJ,NJ0039,002,NJ0039-002,MAYWOOD PUBLIC LIBRARY,459 MAYWOOD AVENUE,MAYWOOD,07607,1909,BERGEN,2018457755,CE,NC,14000,R_09,0,R_09,2010,00,00,00,-74.062993,40.90103,34,003,44880,895250,21,332,2012,09,0
NJ,NJ0040,002,NJ0040-002,MIDLAND PARK MEMORIAL LIB.,250 GODWIN AVENUE,MIDLAND PARK,07432,1836,BERGEN,2014442390,CE,NC,11000,R_09,0,R_09,2010,00,00,00,-74.141341,40.99063,34,003,46110,895250,21,340,5001,05,0
NJ,NJ0041,002,NJ0041-002,MONTVALE FREE PUBLIC LIBRARY,12 MERCEDES DRIVE,MONTVALE,07645,M,BERGEN,2013915090,CE,NC,15000,R_09,0,R_09,2010,00,00,00,-74.062172,41.05245,34,003,47610,895250,21,351,5002,05,0
NJ,NJ0042,002,NJ0042-002,NEW MILFORD PUBLIC LIBRARY,200 DAHLIA AVENUE,NEW MILFORD,07646,1812,BERGEN,2012621221,CE,NC,15000,R_09,0,R_09,2010,00,00,00,-74.022918,40.9196,34,003,51660,895250,21,372.019989,4005,05,0
NJ,NJ0043,002,NJ0043-002,NO. ARLINGTON PUBLIC LIBRARY,210 RIDGE ROAD,NORTH ARLINGTON,07032,6036,BERGEN,2019555640,CE,NC,7000,R_09,0,R_09,2010,00,00,00,-74.133234,40.78864,34,003,52320,895250,21,381,5000,09,0
NJ,NJ0044,002,NJ0044-002,NORTHVALE PUBLIC LIBRARY,116 PARIS AVENUE,NORTHVALE,07647,1532,BERGEN,2017684784,CE,NC,3168,R_09,0,R_09,2010,00,00,00,-73.951944,41.00778,34,003,53430,895250,21,22,3008,05,0
NJ,NJ0045,002,NJ0045-002,NORWOOD PUBLIC LIBRARY,198 SUMMIT STREET,NORWOOD,07648,1835,BERGEN,2017689555,CE,NC,4428,R_09,0,R_09,2010,00,00,00,-73.961881,40.99461,34,003,53610,895250,21,23,3015,05,0
NJ,NJ0046,002,NJ0046-002,OAKLAND PUBLIC LIBRARY,2 MUNICIPAL PLAZA,OAKLAND,07436,1894,BERGEN,2013373742,CE,NC,11078,R_09,0,R_09,2010,00,00,00,-74.24451,41.02412,34,003,53850,895250,21,391,1012,05,0
NJ,NJ0047,002,NJ0047-002,OLD TAPPAN FREE PUBLIC LIBRARY,56 RUSSELL AVENUE,OLD TAPPAN,07675,7242,BERGEN,2016643499,CE,NC,6000,R_09,0,R_09,2010,00,00,00,-73.981829,41.0107,34,003,54870,895250,21,241,2002,05,0
NJ,NJ0048,002,NJ0048-002,ORADELL PUBLIC LIBRARY,375 KINDERKAMACK ROAD,ORADELL,07649,2122,BERGEN,2012622613,CE,NC,16000,R_09,0,R_09,2010,00,00,00,-74.031827,40.95318,34,003,54990,895250,21,400,5014,05,0
NJ,NJ0049,002,NJ0049-002,PALISADES PARK FREE PUBLIC LIBRARY,257 SECOND STREET,PALISADES PARK,07650,1534,BERGEN,2015854150,CE,NC,15000,R_09,0,R_09,2010,00,00,00,-73.995916,40.84757,34,003,55770,895250,21,412,3002,09,0
NJ,NJ0050,002,NJ0050-002,PARAMUS PUBLIC LIBRARY,E. 116 CENTURY ROAD,PARAMUS,07652,4338,BERGEN,2015991302,CE,NC,16000,R_09,0,R_09,2010,00,00,00,-74.058848,40.92628,34,003,55950,895250,21,425,3000,05,4
NJ,NJ0050,003,0246A,MIDLAND AVENUE BRANCH,W 239 MIDLAND AVE.,PARAMUS,07652,M,BERGEN,2014444911,BR,NC,7000,R_09,0,R_09,2010,00,00,00,-74.064524,40.94895,34,003,55950,895250,21,424,1003,05,X
NJ,NJ0051,002,NJ0051-002,PARK RIDGE FREE PUB. LIB.,51 PARK AVENUE,PARK RIDGE,07656,1252,BERGEN,2013915151,CE,NC,5695,R_09,0,R_09,2010,00,00,00,-74.038448,41.03352,34,003,56130,895250,21,430.019989,2999,05,0
NJ,NJ0052,002,NJ0052-002,RAMSEY FREE PUBLIC LIBRARY,30 WYCKOFF AVENUE,RAMSEY,07446,2227,BERGEN,2013271445,CE,NC,14000,R_09,0,R_09,2010,00,00,00,-74.147361,41.05615,34,003,61680,895250,21,441,4005,05,0
NJ,NJ0053,002,NJ0053-002,RIDGEFIELD FREE PUB. LIB.,527 MORSE AVENUE,RIDGEFIELD,07657,2422,BERGEN,2019410192,CE,NC,17000,R_09,0,R_09,2010,00,00,00,-74.00494,40.83186,34,003,62910,895250,21,451,8003,09,0
NJ,NJ0054,002,NJ0054-002,RIDGEFIELD PARK PUB. LIB.,107 CEDAR STREET,RIDGEFIELD PARK,07660,1750,BERGEN,2016410689,CE,NC,10504,R_09,0,R_09,2010,00,00,00,-74.022029,40.8545,34,003,62940,895250,21,461,3009,09,0
NJ,NJ0055,002,NJ0055-002,RIDGEWOOD PUBLIC LIBRARY,125 N. MAPLE AVENUE,RIDGEWOOD,07450,3242,BERGEN,2016705600,CE,NC,34000,R_09,0,R_09,2010,00,00,00,-74.112606,40.98146,34,003,63000,895250,21,474,2003,05,0
NJ,NJ0056,002,NJ0056-002,RIVER EDGE FREE PUB. LIB.,ELM & TENNEY AVENUES,RIVER EDGE,07661,1499,BERGEN,2012611663,CE,NC,14000,R_09,0,R_09,2010,00,00,15,-74.037989,40.93305,34,003,63360,895250,21,482,5001,05,0
NJ,NJ0057,002,NJ0057-002,RIVER VALE PUBLIC LIBRARY,412 RIVERVALE ROAD,RIVER VALE,07675,5723,BERGEN,2013912323,CE,NC,8000,R_09,0,R_09,2010,00,00,00,-74.010658,41.00849,34,003,63720,895250,21,490.019989,1000,05,0
NJ,NJ0058,002,NJ0058-002,ROCHELLE PARK PUBLIC LIBRARY,MUNICIPAL BLDG,ROCHELLE PARK,07662,3394,BERGEN,2015877735,CE,NC,5000,R_09,0,R_09,2010,00,00,00,-74.07221,40.90886,34,003,64020,895250,21,500,2004,05,2
NJ,NJ0059,002,NJ0059-002,RUTHERFORD FREE PUB. LIB.,150 PARK AVENUE,RUTHERFORD,07070,M,BERGEN,2019398600,CE,NC,35000,R_09,0,R_09,2010,00,00,15,-74.106658,40.8264,34,003,65280,895250,21,513,6000,09,0
NJ,NJ0060,002,NJ0060-002,SADDLE BROOK FREE PUB. LIB.,340 MAYHILL STREET,SADDLE BROOK,07662,4641,BERGEN,2018433287,CE,NC,10000,R_09,0,R_09,2010,00,00,00,-74.089413,40.90493,34,003,65370,895250,21,521,5005,09,0
NJ,NJ0061,002,NJ0061-002,TEANECK PUBLIC LIBRARY,840 TEANECK ROAD,TEANECK,07666,4502,BERGEN,2018374171,CE,NC,23500,R_09,0,R_09,2010,00,00,00,-74.00636,40.885,34,003,72390,895250,21,545,2014,09,0
NJ,NJ0062,002,NJ0062-002,TENAFLY FREE PUBLIC LIBRARY,100 RIVEREDGE ROAD,TENAFLY,07670,2031,BERGEN,2015688680,CE,NC,18222,R_09,0,R_09,2010,00,00,00,-73.967706,40.92757,34,003,72420,895250,21,552,1024,05,0
NJ,NJ0063,002,NJ0063-002,UPPER SADDLE RIVER PUBLIC LIBRARY,245 LAKE STREET,SADDLE RIVER,07458,1619,BERGEN,2013272583,CE,NC,13381,R_09,0,R_09,2010,00,00,00,-74.095054,41.0589,34,003,75140,895250,21,532,3029,05,0
NJ,NJ0064,002,NJ0064-002,WALDWICK PUBLIC LIBRARY,19 E. PROSPECT STREET,WALDWICK,07463,2099,BERGEN,2016525104,CE,NC,7783,R_09,0,R_09,2010,00,00,15,-74.118206,41.01092,34,003,76400,895250,21,561,3003,05,0
NJ,NJ0065,002,NJ0065-002,JOHN F. KENNEDY MEMORIAL LIBRARY,92 HATHAWAY STREET,WALLINGTON,07057,1101,BERGEN,2014711692,CE,NC,2949,R_09,0,R_09,2010,00,00,00,-74.11329,40.85606,34,003,76490,895250,21,572,2008,09,0
NJ,NJ0066,002,NJ0066-002,WASH. TWP PUB LIB/WESTWOOD,144 WOODFIELD ROAD,WESTWOOD,07675,4814,BERGEN,2016644586,CE,NC,8650,R_09,0,R_09,2010,00,00,00,-74.016609,40.99944,34,003,63720,895250,21,490.019989,3008,05,X
NJ,NJ0067,002,NJ0067-002,WESTWOOD FREE PUBLIC LIBRARY,49 PARK AVENUE,WESTWOOD,07675,2119,BERGEN,2016640583,CE,NC,15000,R_09,0,R_09,2010,00,00,00,-74.033852,40.99036,34,003,80270,895250,21,592,3003,05,0
NJ,NJ0068,002,NJ0068-002,WOOD-RIDGE MEMORIAL LIBRARY,231 HACKENSACK STREET,WOOD-RIDGE,07075,1205,BERGEN,2014382455,CE,NC,6475,R_09,0,R_09,2010,00,00,00,-74.081612,40.84794,34,003,82570,895250,21,600,6010,09,0
NJ,NJ0069,002,NJ0069-002,WYCKOFF FREE PUBLIC LIBRARY,200 WOODLAND AVENUE,WYCKOFF,07481,1926,BERGEN,2018914866,CE,NC,13608,R_09,0,R_09,2010,00,00,00,-74.167293,41.00789,34,003,83080,895250,21,612,1022,05,0
NJ,NJ0070,002,NJ0070-002,BURLINGTON COUNTY LIBRARY,W. WOODLANE ROAD,MOUNT HOLLY,08060,1796,BURLINGTON,6092679660,CE,NC,50519,R_09,0,R_09,2010,00,00,00,-74.788715,39.9929,34,005,00000,446108,21,7026.029785,3015,03,2
NJ,NJ0070,003,0300A,BORDENTOWN BRANCH LIBRARY,18 EAST UNION STREET,BORDENTOWN,08505,2073,BURLINGTON,6092980622,BR,NC,4000,R_09,0,R_09,2010,00,00,00,-74.707637,40.14357,34,005,06670,446108,21,7017,4002,04,0
NJ,NJ0070,004,0300B,CINNAMINSON BRANCH LIBRARY,1619 RIVERTON ROAD,CINNAMINSON,08077,M,BURLINGTON,6098299340,BR,NC,12000,R_09,0,R_09,2010,00,00,00,-74.994423,39.99849,34,005,00000,446108,21,7003.029785,2006,03,0
NJ,NJ0070,005,0300C,EVESHAM BRANCH LIBRARY,984 TUCKERTON ROAD,MARLTON,08053,M,BURLINGTON,6099831444,BR,NC,20000,R_09,0,R_09,2010,00,00,00,-74.875799,39.88289,34,005,00000,446108,21,7040.089844,2002,03,0
NJ,NJ0070,006,0300D,PINELANDS BRANCH LIBRARY,MAIN & ALLEN STS.,MEDFORD,08055,M,BURLINGTON,6096546113,BR,NC,6000,R_09,0,R_09,2010,00,00,00,-74.82356,39.89621,34,005,00000,446108,21,7038.02002,2041,03,0
NJ,NJ0070,009,0300G,BURLINGTON BOOKMOBILE,W. WOODLANE ROAD,MOUNT HOLLY,08060,1796,BURLINGTON,6092679660,BS,NC,-3,U_09,1,R_09,2010,00,00,00,-74.788847,39.992849,34,005,00000,446108,21,7026.029785,2003,03,2
NJ,NJ0070,010,331,RIVERTON - PALMYRA BRANCH,306 MAIN STREET,RIVERTON,08077,1241,BURLINGTON,8568292476,BR,NC,2600,R_09,0,R_09,2010,00,00,00,-75.015593,40.01197,34,005,63660,446108,21,7002,2017,01,0
NJ,NJ0070,011,0300E,PEMBERTON BRANCH LIBRARY,51 EGBERT ST.,PEMBERTON,08068,1208,BURLINGTON,6098942516,BR,NC,18000,R_09,0,R_09,2010,00,00,00,-74.67994,39.97362,34,005,57480,446108,41,7023,1007,03,0
NJ,NJ0070,012,NJ0070-012,MAPLE SHADE BRANCH,200 STILES AVENUE,MAPLE SHADE,08052,2541,BURLINGTON,8567799767,BR,NC,11000,R_09,0,R_09,2010,00,00,00,-74.996026,39.95978,34,005,00000,446108,21,7004.009766,1010,01,0
NJ,NJ0071,002,NJ0071-002,LIBRARY COMPANY OF BURLINGTON,23 W. UNION STREET,BURLINGTON,08016,4403,BURLINGTON,6093861273,CE,NC,10000,R_09,0,R_09,2010,00,00,15,-74.859549,40.0792,34,005,08920,446108,21,7012.049805,1007,04,0
NJ,NJ0072,002,NJ0072-002,CROSSWICKS PUBLIC LIBRARY,483 MAIN STREET,CROSSWICKS,08515,0147,BURLINGTON,6094532210,CE,NC,1578,R_09,0,R_09,2010,00,00,15,-74.64679,40.1531,34,005,00000,446108,21,7018.009766,1021,04,0
NJ,NJ0073,002,NJ0073-002,DELANCO PUBLIC LIBARY,1303 BURLINGTON AVENUE,BURLINGTON,08075,4698,BURLINGTON,6094616850,CE,NC,4000,R_09,0,R_09,2010,00,00,15,-74.948153,40.05302,34,005,00000,446108,21,7008,1030,03,0
NJ,NJ0074,002,NJ0074-002,BEVERLY-EDGEWATER PARK FREE LIBRARY,441 COOPER ST.,BEVERLY,08010,3405,BURLINGTON,6093871259,CE,NC,-1,U_09,0,R_09,2010,00,00,00,-74.918673,40.06421,34,005,05740,446108,21,7009,3000,03,0
NJ,NJ0075,002,NJ0075-002,FLORENCE TOWNSHIP LIBRARY,1350 HORNBERGER AVENUE,ROEBLING,08554,1310,BURLINGTON,6094990143,CE,NC,5132,R_09,0,R_09,2010,00,00,15,-74.777855,40.11634,34,005,23895,446108,21,7013.02002,2001,04,0
NJ,NJ0076,002,NJ0076-002,MOORESTOWN LIBRARY,111 W. SECOND STREET,MOORESTOWN,08057,2480,BURLINGTON,6092340333,CE,NC,37800,R_09,0,R_09,2010,00,00,00,-74.949406,39.96411,34,005,47895,446108,21,7005.040039,1024,03,0
NJ,NJ0077,002,NJ0077-002,MOUNT HOLLY LIBRARY & LYCEUM,307 HIGH STREET,MOUNT HOLLY,08060,1405,BURLINGTON,6092677111,CE,NC,-1,U_09,0,R_09,2010,00,00,00,-74.790249,39.99875,34,005,00000,446108,21,7026.009766,4003,03,0
NJ,NJ0078,002,NJ0078-002,MOUNT LAUREL FREE PUBLIC LIBRARY,100 WALT WHITMAN AVENUE,MOUNT LAUREL,08054,9539,BURLINGTON,6092347319,CE,NC,33000,R_09,0,R_09,2010,00,00,00,-74.925092,39.95765,34,005,00000,446108,21,7029.100098,1018,03,0
NJ,NJ0079,002,NJ0079-002,RIVERSIDE PUBLIC LIBRARY,10 ZURBRUGG WAY,RIVERSIDE,08075,3258,BURLINGTON,6094616922,CE,NC,2400,R_09,0,R_09,2010,00,00,00,-74.958901,40.03904,34,005,00000,446108,21,7007.02002,1003,03,0
NJ,NJ0081,002,NJ0081-002,SALLY STRETCH KEEN MEMORIAL LIBRARY,94 MAIN STREET,VINCENTOWN,08088,0061,BURLINGTON,6098593598,CE,NC,2400,R_09,0,R_09,2010,00,00,00,-74.750422,39.93573,34,005,00000,446108,21,7032.02002,1016,03,0
NJ,NJ0082,002,NJ0082-002,WILLINGBORO PUBLIC LIBRARY,220 WILLINGBORO PARKWAY,WILLINGBORO,08046,2896,BURLINGTON,6098776668,CE,NC,42000,R_09,0,R_09,2010,00,00,00,-74.879449,40.04228,34,005,00000,446108,21,7028.060059,2001,03,0
NJ,NJ0083,002,NJ0083-002,CAMDEN COUNTY LIBRARY,ECHELON URBAN CENTER/LAUREL RD.,VOORHEES,08043,2378,CAMDEN,6097721636,CE,NC,60000,R_09,0,R_09,2010,00,00,00,-75.001897,39.84829,34,007,19900,517879,21,6075.009766,2002,01,4
NJ,NJ0083,003,0400A,GLOUCESTER TOWNSHIP BRANCH LIBRARY,1650 BLACKWOOD-CLEMENTON RD.,BLACKWOOD,08012,2952,CAMDEN,6092280022,BR,NC,10000,R_09,0,R_09,2010,00,00,00,-75.052753,39.80269,34,007,00000,517879,21,6082.080078,1002,01,0
NJ,NJ0083,004,0400B,HADDON TOWNSHIP BRANCH LIBRARY,15 MACARTHUR BLVD.,WESTMONT,08108,2619,CAMDEN,8568542752,BR,NC,14850,R_09,0,R_09,2010,00,00,00,-75.060836,39.90216,34,007,00000,517879,21,6039.02002,1027,01,0
NJ,NJ0083,005,0400C,WINSLOW TOWNSHIP BRANCH LIBRARY,131 SOUTH ROUTE 73,BRADDOCK,08037,M,CAMDEN,8565679770,BR,NC,21500,R_09,0,R_09,2010,00,00,00,-74.89541,39.7016,34,007,00000,517879,21,6092.049805,3001,01,0
NJ,NJ0083,006,NJ0083-006,BELLMAWR BRANCH LIBRARY,35 E. BROWNING ROAD,BELLMAWR,08031,M,CAMDEN,6099311400,BR,NC,10000,R_09,0,R_09,2010,00,00,00,-75.078087,39.86649,34,007,04750,517879,21,6068,2005,01,0
NJ,NJ0083,007,NJ0083-007,CAMDEN COUNTY LIBRARY,130 SOUTH CENTRE STREET,MERCHANTVILLE,08109,M,CAMDEN,8566653128,BR,NC,3000,R_09,0,R_09,2010,00,00,00,-75.048592,39.94967,34,007,45510,517879,21,6031,3008,01,0
NJ,NJ0084,002,NJ0084-002,AUDUBON FREE PUBLIC LIBRARY,239 OAKLAND AVENUE,AUDUBON,08106,M,CAMDEN,6095478686,CE,NC,3230,R_09,0,R_09,2010,00,00,00,-75.070119,39.89134,34,007,02200,517879,21,6056.02002,1003,01,0
NJ,NJ0085,002,NJ0085-002,MARIE FLECHE MEMORIAL LIBRARY,49 SOUTH WHITE HORSE PIKE,BERLIN,08009,2301,CAMDEN,6097672448,CE,NC,3052,R_09,0,R_09,2010,00,00,15,-74.93226,39.79575,34,007,05440,517879,21,6087,1018,01,0
NJ,NJ0086,002,NJ0086-002,CAMDEN FREE PUBLIC LIBRARY,418 FEDERAL STREET,CAMDEN,08101,1123,CAMDEN,6097577640,CE,CC,32000,R_09,0,R_09,2010,00,00,00,-75.122552,39.94415,34,007,10000,517879,13,6001,1030,01,0
NJ,NJ0086,004,0408B,FAIRVIEW BRANCH,1503 COLLINGS RD.,CAMDEN,08104,M,CAMDEN,6099626669,BR,CC,2400,R_09,0,R_09,2010,00,00,00,-75.10062,39.9056,34,007,10000,517879,13,6020,3008,01,0
NJ,NJ0086,006,0408D,NORTH CAMDEN BRANCH,6TH AND ERIE STS.,CAMDEN,08103,1281,CAMDEN,6097577418,BR,CC,1200,R_09,0,R_09,2010,00,00,00,-75.116505,39.95453,34,007,10000,517879,13,6008,4007,01,0
NJ,NJ0087,002,NJ0087-002,CHERRY HILL FREE PUBLIC LIBRARY,1100 KINGS HIGHWAY NORTH,CHERRY HILL,08034,1911,CAMDEN,6096670300,CE,NC,27000,R_09,0,R_09,2010,00,00,15,-75.003248,39.92044,34,007,21645,517879,21,6033.029785,1000,03,0
NJ,NJ0088,002,NJ0088-002,CLEMENTON MEMORIAL LIBRARY,195 GIBBSBORO ROAD,CLEMENTON,08021,M,CAMDEN,6097833233,CE,NC,1033,R_09,0,R_09,2010,00,00,00,-74.987716,39.8091,34,007,13420,517879,21,6086,3005,01,0
NJ,NJ0089,002,NJ0089-002,COLLINGSWOOD FREE PUBLIC LIBRARY,771 HADDON AVENUE,COLLINGSWOOD,08108,3714,CAMDEN,6098580649,CE,NC,13000,R_09,0,R_09,2010,00,00,00,-75.066678,39.9156,34,007,14260,517879,21,6043,4012,01,0
NJ,NJ0090,002,NJ0090-002,GIBBSBORO PUBLIC LIBRARY,49 KIRKWOOD ROAD,GIBBSBORO,08026,1499,CAMDEN,6094353656,CE,NC,1250,R_09,0,R_09,2010,00,00,00,-74.968807,39.83752,34,007,26070,517879,21,6076,2019,01,0
NJ,NJ0091,002,NJ0091-002,GLOUCESTER CITY LIBRARY,50 N. RAILROAD AVENUE,GLOUCESTER CITY,08030,1592,CAMDEN,6094564181,CE,NC,10000,R_09,0,R_09,2010,00,00,00,-75.118609,39.8965,34,007,26820,517879,21,6049,1016,01,0
NJ,NJ0092,002,NJ0092-002,HADDONFIELD PUBLIC LIBRARY,60 N. HADDON AVENUE,HADDONFIELD,08033,2469,CAMDEN,6094291304,CE,NC,12000,R_09,0,R_09,2010,00,00,00,-75.034284,39.89911,34,007,28770,517879,21,6062,2004,01,0
NJ,NJ0093,002,NJ0093-002,HADDON HEIGHTS PUBLIC LIBRARY,608 STATION AVENUE,HADDON HEIGHTS,08035,0240,CAMDEN,6095477132,CE,NC,7800,R_09,0,R_09,2010,00,00,15,-75.058909,39.88211,34,007,28800,517879,21,6059,1010,01,0
NJ,NJ0094,002,NJ0094-002,OAKLYN MEMORIAL LIBRARY,602 NEWTON AVENUE,OAKLYN,08107,1232,CAMDEN,6098588226,CE,NC,1900,R_09,0,R_09,2010,00,00,00,-75.07963,39.90193,34,007,53880,517879,21,6046,2011,01,0
NJ,NJ0095,002,NJ0095-002,PENNSAUKEN FREE PUB. LIB.,5605 CRESCENT BOULEVARD,PENNSAUKEN,08110,1834,CAMDEN,6096655959,CE,NC,21000,R_09,0,R_09,2010,00,00,15,-75.058543,39.95566,34,007,57690,517879,21,6030.02002,3011,01,4
NJ,NJ0096,002,NJ0096-002,RUNNEMEDE PUBLIC LIBRARY,BROADWAY & BLACK HORSE PIKE,RUNNEMEDE,08078,0119,CAMDEN,6099394688,CE,NC,2280,R_09,0,R_09,2010,00,00,00,-75.075998,39.85786,34,007,65160,517879,21,6072,2013,01,0
